id_actividad,disciplina,descripcion,unidad,cantidad_planificada,cantidad_ejecutada,peso_presupuesto_usd,avance_planificado_pct,costo_real_usd
STAP-ROT-026,Rotativa,Alineación láser de equipo rotativo — Área 300 (Tratamiento),und,2,0,4764,0.16,0
STAP-ROT-027,Rotativa,Alineación láser de equipo rotativo — Área 400 (Bombeo),und,4,0,7277,0.13,0
STAP-ROT-028,Rotativa,Montaje de compresor — Área 500 (Inyección),und,1,1,84510,1.0,80101
STAP-ROT-029,Rotativa,Alineación láser de equipo rotativo — Área 600 (Servicios),und,6,3,16066,0.59,8295
STAP-ROT-030,Rotativa,Montaje de bomba de inyección — Área 300 (Tratamiento),und,2,1,51030,0.61,25128
STAP-ROT-031,Rotativa,Pruebas y puesta en marcha de rotativos — Área 600 (Servicios),und,9,4,29213,0.63,14721
STAP-ROT-032,Rotativa,Alineación láser de equipo rotativo — Área 400 (Bombeo),und,8,0,9853,0.07,0
STAP-ROT-033,Rotativa,Montaje de compresor — Área 300 (Tratamiento),und,2,0,222036,0.18,0
STAP-ROT-034,Rotativa,Montaje de motor eléctrico asociado — Área 100 (Recepción),und,3,0,12379,0.18,0
STAP-ROT-035,Rotativa,Montaje de bomba centrífuga de transferencia — Área 300 (Tratamiento),und,3,2,85593,0.78,55416
STAP-ROT-036,Rotativa,Montaje de compresor — Área 500 (Inyección),und,1,0,140066,0.19,0
STAP-ROT-037,Rotativa,Montaje de bomba centrífuga de transferencia — Área 600 (Servicios),und,4,2,158513,0.69,87140
STAP-ROT-038,Rotativa,Montaje de bomba centrífuga de transferencia — Área 200 (Separación),und,3,1,72593,0.46,27399
STAP-ROT-039,Rotativa,Montaje de motor eléctrico asociado — Área 400 (Bombeo),und,3,1,20769,0.51,6945
STAP-ROT-040,Rotativa,Montaje de motor eléctrico asociado — Área 400 (Bombeo),und,7,1,34217,0.29,4708
STAP-ROT-041,Rotativa,Montaje de compresor — Área 600 (Servicios),und,2,1,276731,0.7,153687
STAP-ROT-042,Rotativa,Montaje de bomba de inyección — Área 400 (Bombeo),und,3,1,127264,0.45,43180
STAP-ROT-043,Rotativa,Montaje de motor eléctrico asociado — Área 300 (Tratamiento),und,6,3,20647,0.64,11604
STAP-ROT-044,Rotativa,Montaje de motor eléctrico asociado — Área 100 (Recepción),und,3,0,23212,0.12,0
STAP-ROT-045,Rotativa,Pruebas y puesta en marcha de rotativos — Área 600 (Servicios),und,2,0,7423,0.15,0
STAP-ROT-046,Rotativa,Montaje de bomba de inyección — Área 200 (Separación),und,3,1,105040,0.52,33594
STAP-ROT-047,Rotativa,Pruebas y puesta en marcha de rotativos — Área 600 (Servicios),und,6,0,21291,0.13,0
STAP-ROT-048,Rotativa,Montaje de bomba de inyección — Área 200 (Separación),und,1,0,29871,0.08,0
STAP-ROT-049,Rotativa,Pruebas y puesta en marcha de rotativos — Área 100 (Recepción),und,3,1,11475,0.48,3794
STAP-ROT-050,Rotativa,Montaje de motor eléctrico asociado — Área 200 (Separación),und,8,1,59904,0.31,8150
STAP-ROT-051,Rotativa,Montaje de motor eléctrico asociado — Área 300 (Tratamiento),und,8,1,48333,0.17,6272
STAP-ROT-052,Rotativa,Montaje de motor eléctrico asociado — Área 500 (Inyección),und,3,1,20718,0.44,7607
STAP-ROT-053,Rotativa,Pruebas y puesta en marcha de rotativos — Área 200 (Separación),und,6,3,18688,0.69,10174
STAP-ROT-054,Rotativa,Montaje de compresor — Área 500 (Inyección),und,1,0,97200,0.05,0
STAP-ROT-055,Rotativa,Montaje de bomba centrífuga de transferencia — Área 500 (Inyección),und,3,1,62717,0.47,21802
STAP-ROT-056,Rotativa,Montaje de bomba centrífuga de transferencia — Área 300 (Tratamiento),und,1,0,39725,0.05,0
STAP-ROT-057,Rotativa,Montaje de bomba de inyección — Área 200 (Separación),und,1,0,35629,0.12,0
STAP-ROT-058,Rotativa,Alineación láser de equipo rotativo — Área 400 (Bombeo),und,4,2,8173,0.66,4071
STAP-ROT-059,Rotativa,Pruebas y puesta en marcha de rotativos — Área 100 (Recepción),und,10,5,30853,0.56,15602
STAP-ROT-060,Rotativa,Montaje de bomba centrífuga de transferencia — Área 200 (Separación),und,4,0,91677,0.12,0
STAP-ROT-061,Rotativa,Montaje de compresor — Área 500 (Inyección),und,2,1,292976,0.59,159407
STAP-ROT-062,Rotativa,Pruebas y puesta en marcha de rotativos — Área 200 (Separación),und,5,1,10809,0.39,2177
STAP-ROT-063,Rotativa,Montaje de compresor — Área 200 (Separación),und,1,0,86059,0.18,0
STAP-ROT-064,Rotativa,Montaje de bomba centrífuga de transferencia — Área 100 (Recepción),und,3,0,90459,0.04,0
STAP-ROT-065,Rotativa,Montaje de motor eléctrico asociado — Área 500 (Inyección),und,6,2,39905,0.39,12984
STAP-ROT-066,Rotativa,Montaje de bomba centrífuga de transferencia — Área 500 (Inyección),und,4,1,117509,0.39,28177
STAP-ROT-067,Rotativa,Alineación láser de equipo rotativo — Área 100 (Recepción),und,3,1,7061,0.46,2587
STAP-ROT-068,Rotativa,Montaje de compresor — Área 300 (Tratamiento),und,2,1,242971,0.65,118998
STAP-ROT-069,Rotativa,Montaje de bomba centrífuga de transferencia — Área 400 (Bombeo),und,4,1,134618,0.36,34449
STAP-ROT-070,Rotativa,Alineación láser de equipo rotativo — Área 500 (Inyección),und,7,3,19319,0.56,8982
STAP-ROT-071,Rotativa,Alineación láser de equipo rotativo — Área 200 (Separación),und,3,0,5207,0.07,0
STAP-ROT-072,Rotativa,Montaje de bomba centrífuga de transferencia — Área 200 (Separación),und,4,1,96758,0.42,26242
STAP-ROT-073,Rotativa,Montaje de bomba centrífuga de transferencia — Área 200 (Separación),und,1,0,30492,0.15,0
STAP-ROT-074,Rotativa,Montaje de motor eléctrico asociado — Área 200 (Separación),und,5,2,34579,0.55,13338
STAP-ROT-075,Rotativa,Pruebas y puesta en marcha de rotativos — Área 100 (Recepción),und,6,3,20740,0.64,9823
STAP-ROT-076,Rotativa,Montaje de motor eléctrico asociado — Área 200 (Separación),und,2,0,6112,0.12,0
